EmployeeID,Age,DistanceFromHome,Education,EmployeeCount,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition_Yes,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Attrition_Risk
2326,32,10,4,1,5,23800,4.0,13,8,0,9.0,5,6,1,2,4.0,1.0,2.0,3,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2327,48,2,5,1,1,47650,8.0,12,8,1,10.0,4,8,7,6,3.0,1.0,2.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2328,34,3,3,1,2,20440,1.0,11,8,0,1.0,2,1,0,0,1.0,4.0,1.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2329,55,11,1,1,1,26930,1.0,18,8,0,36.0,6,36,2,13,3.0,4.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2330,34,2,2,1,2,65860,9.0,18,8,1,9.0,3,2,2,1,2.0,4.0,2.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2331,26,4,3,1,1,32940,1.0,11,8,0,1.0,6,1,0,0,1.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2332,38,14,2,1,1,41710,0.0,23,8,0,10.0,4,9,7,7,3.0,2.0,3.0,4,4,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2333,38,2,3,1,1,27780,2.0,13,8,0,8.0,5,3,1,2,2.0,2.0,4.0,2,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2334,36,1,3,1,1,23770,6.0,13,8,2,15.0,3,1,0,0,2.0,3.0,3.0,3,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2335,29,10,3,1,1,24040,1.0,17,8,0,10.0,3,10,1,5,2.0,1.0,3.0,2,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
2336,35,12,2,1,2,23180,3.0,19,8,0,10.0,4,5,0,4,1.0,3.0,3.0,4,3,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2337,39,2,2,1,1,20080,2.0,12,8,0,11.0,3,7,7,6,4.0,3.0,3.0,3,3,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2338,29,5,1,1,1,62440,1.0,22,8,0,6.0,3,6,1,3,1.0,4.0,4.0,3,4,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2339,50,4,2,1,1,27990,4.0,12,8,1,27.0,0,1,0,0,3.0,3.0,3.0,1,3,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2340,23,7,2,1,3,105520,2.0,11,8,0,4.0,2,2,2,2,4.0,3.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2341,36,21,3,1,2,23290,3.0,15,8,0,9.0,2,3,0,2,1.0,1.0,3.0,3,3,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
2342,42,8,2,1,5,40140,8.0,13,8,1,24.0,3,1,0,1,4.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2343,35,4,3,1,2,74030,1.0,12,8,1,10.0,4,10,6,8,2.0,3.0,2.0,3,3,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2344,34,25,1,1,1,22590,1.0,14,8,0,8.0,2,8,7,7,4.0,3.0,2.0,3,3,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2345,40,1,4,1,2,69320,1.0,13,8,0,5.0,5,5,1,2,4.0,1.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
2346,43,1,1,1,1,46780,5.0,25,8,1,8.0,0,6,0,2,4.0,2.0,3.0,4,4,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
2347,35,6,3,1,3,135820,1.0,17,8,1,1.0,3,1,0,1,3.0,4.0,2.0,2,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
2348,46,12,4,1,1,23320,1.0,11,8,0,27.0,2,26,0,12,4.0,1.0,1.0,3,3,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
2350,22,17,2,1,3,97050,1.0,18,8,2,4.0,3,4,1,3,2.0,3.0,2.0,2,3,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2351,50,3,3,1,2,42940,2.0,20,8,0,32.0,2,30,12,13,2.0,3.0,3.0,2,4,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
2352,32,3,2,1,3,47210,3.0,14,8,1,6.0,3,3,0,2,2.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2353,44,10,3,1,3,25190,0.0,21,8,2,23.0,2,22,1,10,2.0,4.0,2.0,3,4,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
2354,30,4,3,1,1,21210,1.0,13,8,1,6.0,2,6,1,1,2.0,2.0,2.0,3,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2355,45,29,2,1,2,29730,1.0,12,8,0,10.0,2,10,1,4,3.0,1.0,3.0,3,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
2356,45,2,4,1,2,58550,1.0,14,8,1,10.0,3,10,4,5,1.0,1.0,3.0,2,3,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2357,31,7,3,1,2,36170,7.0,21,8,1,10.0,5,5,0,3,4.0,1.0,3.0,3,4,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2358,36,18,1,1,2,67250,9.0,17,8,1,7.0,3,3,1,1,3.0,3.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2359,34,28,4,1,5,103250,1.0,11,8,1,9.0,3,9,7,2,3.0,4.0,3.0,2,3,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2360,49,1,4,1,3,69490,1.0,14,8,1,10.0,2,9,1,4,3.0,1.0,2.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2361,39,6,2,1,3,106090,2.0,17,8,1,10.0,2,7,7,7,2.0,1.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2362,27,2,1,1,4,44470,1.0,13,8,0,7.0,4,7,0,7,4.0,1.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2363,35,2,3,1,2,21570,1.0,25,8,0,16.0,1,16,1,10,2.0,1.0,3.0,2,4,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2364,28,23,3,1,3,46010,0.0,15,8,2,6.0,2,5,0,0,2.0,1.0,2.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2365,21,3,1,1,1,170990,1.0,14,8,1,3.0,2,2,2,2,3.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2367,47,25,4,1,2,148520,3.0,19,8,3,27.0,3,5,1,0,4.0,3.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2368,39,2,4,1,1,72640,0.0,17,8,0,,5,10,0,7,3.0,3.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
2369,40,22,1,1,1,56660,1.0,14,8,1,18.0,2,18,14,12,1.0,3.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
2370,35,29,3,1,2,78230,1.0,13,8,1,15.0,3,14,2,9,3.0,3.0,3.0,3,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2371,37,29,4,1,1,78800,3.0,12,8,1,9.0,2,4,0,2,3.0,3.0,2.0,4,3,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False
2372,39,2,3,1,2,131940,0.0,11,8,0,10.0,2,9,3,8,1.0,3.0,1.0,3,3,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
2373,45,28,3,1,2,50670,1.0,11,8,2,10.0,3,10,3,9,4.0,4.0,3.0,2,3,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2374,38,2,4,1,3,50790,3.0,11,8,0,10.0,3,5,0,2,4.0,3.0,4.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2376,37,22,3,1,2,174440,1.0,14,8,0,8.0,4,8,7,7,2.0,2.0,1.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2377,40,8,3,1,2,24040,6.0,17,8,0,18.0,2,4,3,3,3.0,4.0,2.0,2,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
2378,44,2,2,1,1,34520,4.0,11,8,1,14.0,2,10,0,2,1.0,4.0,3.0,2,3,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
2379,48,10,4,1,3,22700,2.0,14,8,3,23.0,2,2,2,2,3.0,4.0,3.0,3,3,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2381,24,15,3,1,2,54880,1.0,22,8,1,6.0,6,6,1,3,1.0,4.0,3.0,3,4,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2382,27,10,4,1,3,194190,7.0,14,8,1,5.0,2,3,0,2,2.0,3.0,3.0,1,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2383,27,7,3,1,1,28110,2.0,20,8,0,6.0,3,4,1,2,4.0,4.0,2.0,3,4,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2385,29,20,1,1,2,41630,9.0,15,8,1,8.0,4,5,1,4,3.0,3.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2386,36,23,3,1,3,21320,4.0,20,8,0,9.0,1,3,0,2,2.0,1.0,3.0,2,4,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2387,25,5,1,1,4,139730,1.0,14,8,0,7.0,3,7,0,7,4.0,3.0,3.0,2,3,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2388,39,10,3,1,2,26840,4.0,12,8,0,7.0,2,5,1,0,4.0,2.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2389,49,4,2,1,2,108450,3.0,24,8,0,27.0,4,4,1,2,1.0,2.0,3.0,2,4,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2390,50,2,2,1,3,43770,5.0,12,8,1,19.0,2,14,1,11,4.0,1.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2391,20,18,4,1,2,37430,1.0,13,8,1,2.0,2,2,2,2,3.0,3.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2392,34,10,3,1,3,41480,1.0,11,8,0,11.0,3,11,7,9,4.0,2.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
2393,36,1,3,1,2,10510,2.0,14,8,0,15.0,2,4,1,3,1.0,2.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2394,49,6,2,1,2,107390,2.0,11,8,3,30.0,3,15,2,12,3.0,3.0,3.0,3,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2395,36,8,4,1,4,103880,0.0,14,8,0,4.0,2,3,1,2,4.0,3.0,,3,3,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
2396,36,2,2,1,2,114160,6.0,16,8,0,13.0,2,5,0,4,4.0,1.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2397,54,24,3,1,1,26000,3.0,14,8,0,36.0,5,10,4,7,2.0,3.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
2398,43,2,4,1,1,24220,1.0,11,8,1,14.0,2,14,6,11,3.0,3.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2400,38,19,2,1,2,24510,7.0,12,8,1,19.0,3,13,2,9,4.0,4.0,4.0,3,3,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2401,29,1,2,1,2,42400,1.0,14,8,0,10.0,2,10,0,9,1.0,2.0,2.0,2,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2402,33,7,3,1,5,109990,1.0,18,8,3,6.0,3,6,0,4,4.0,4.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2403,32,5,4,1,5,50030,0.0,13,8,0,10.0,5,9,1,6,4.0,2.0,2.0,3,3,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
2404,31,28,4,1,2,127420,1.0,11,8,0,10.0,4,10,0,2,1.0,4.0,3.0,2,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
2405,49,2,4,1,1,42270,4.0,18,8,0,17.0,3,2,2,2,4.0,1.0,2.0,2,3,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
2406,38,29,2,1,1,39170,1.0,15,8,3,4.0,2,4,3,3,4.0,2.0,3.0,3,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2407,47,1,4,1,3,183030,6.0,22,8,1,29.0,2,3,1,2,2.0,2.0,3.0,2,4,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
2408,49,21,3,1,2,23800,4.0,13,8,0,23.0,3,8,0,0,3.0,3.0,3.0,1,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
2409,41,24,4,1,4,137260,3.0,12,8,0,21.0,6,2,0,2,4.0,3.0,3.0,4,3,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2410,20,1,3,1,1,47770,1.0,18,8,1,2.0,3,2,0,2,4.0,1.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
2411,33,18,2,1,2,63850,1.0,13,8,0,7.0,6,6,1,2,3.0,4.0,3.0,2,3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2412,36,2,2,1,3,199730,6.0,12,8,0,10.0,2,3,0,2,1.0,3.0,2.0,3,3,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False
2413,44,9,3,1,3,68610,4.0,12,8,0,8.0,2,2,2,2,3.0,4.0,3.0,2,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2415,38,11,2,1,1,198450,7.0,11,8,1,7.0,3,0,0,0,4.0,3.0,2.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2416,53,24,3,1,4,133200,3.0,11,8,0,11.0,2,4,1,2,2.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
2419,26,18,2,1,1,108800,1.0,23,8,1,7.0,5,7,5,7,4.0,4.0,3.0,3,4,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False
2420,55,23,1,1,5,23420,5.0,11,8,2,8.0,2,4,1,2,1.0,2.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
2421,34,28,3,1,2,176500,1.0,19,8,1,15.0,6,15,4,13,2.0,4.0,4.0,1,3,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
2422,60,17,4,1,1,40250,3.0,13,8,1,19.0,5,1,0,0,3.0,4.0,4.0,2,3,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2423,33,3,3,1,3,97250,1.0,11,8,0,14.0,0,14,2,13,2.0,2.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
2424,37,13,3,1,1,119040,1.0,12,8,1,6.0,4,6,1,3,3.0,4.0,2.0,3,3,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
2425,34,7,2,1,1,21770,1.0,13,8,0,10.0,5,10,8,7,2.0,4.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2427,44,1,3,1,1,48340,1.0,14,8,0,9.0,1,8,6,7,3.0,4.0,3.0,4,3,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2428,35,13,3,1,3,20420,0.0,16,8,0,6.0,2,5,1,4,1.0,4.0,4.0,3,3,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2429,43,25,4,1,2,22200,1.0,11,8,0,10.0,2,10,8,8,4.0,4.0,3.0,1,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2430,24,6,3,1,3,10520,1.0,13,8,0,5.0,3,5,0,4,3.0,3.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2431,41,6,4,1,1,28210,1.0,17,8,0,10.0,3,10,8,7,4.0,3.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2432,29,2,2,1,2,192370,9.0,11,8,1,9.0,2,5,1,2,4.0,3.0,3.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2433,36,1,4,1,3,41070,3.0,11,8,1,17.0,2,13,6,7,3.0,4.0,2.0,1,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2434,45,2,3,1,2,83960,3.0,15,8,2,25.0,3,23,14,4,3.0,3.0,2.0,2,3,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2437,26,9,1,1,1,106860,1.0,14,8,1,3.0,2,3,0,2,4.0,3.0,4.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2438,45,1,4,1,1,29420,1.0,22,8,1,21.0,4,21,8,6,4.0,2.0,3.0,3,4,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2439,32,1,1,1,2,88580,6.0,16,8,1,10.0,2,5,1,3,1.0,3.0,2.0,3,3,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
2440,31,14,2,1,1,167560,1.0,11,8,2,6.0,5,5,0,3,2.0,3.0,4.0,3,3,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2441,41,2,2,1,2,107980,6.0,14,8,2,10.0,5,3,1,2,3.0,2.0,3.0,1,3,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
2442,40,22,2,1,1,23230,2.0,16,8,1,18.0,2,1,0,0,2.0,1.0,3.0,3,3,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
2443,24,3,3,1,1,14160,1.0,15,8,1,6.0,3,6,1,2,2.0,1.0,4.0,2,3,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2444,46,6,3,1,4,46150,6.0,12,8,0,19.0,3,10,0,9,3.0,2.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2445,35,8,4,1,1,24610,2.0,20,8,1,17.0,4,7,0,7,4.0,3.0,3.0,3,4,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
2446,30,9,4,1,1,87220,1.0,17,8,1,10.0,3,10,0,8,2.0,4.0,2.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
2447,47,3,2,1,2,39550,7.0,12,8,1,4.0,5,1,0,0,3.0,2.0,1.0,3,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2448,46,1,4,1,3,99570,4.0,20,8,0,13.0,1,10,0,3,3.0,4.0,2.0,3,4,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2451,23,6,4,1,3,103220,1.0,14,8,2,3.0,2,3,1,2,3.0,2.0,1.0,3,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
2452,31,3,3,1,2,46210,2.0,18,8,1,9.0,3,5,1,4,4.0,4.0,2.0,3,3,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2453,39,3,3,1,2,109760,1.0,11,8,0,9.0,3,9,5,8,4.0,4.0,3.0,2,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2454,32,6,3,1,1,36600,3.0,11,8,2,10.0,0,4,0,2,4.0,3.0,1.0,2,3,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
2455,40,6,3,1,3,104820,1.0,11,8,1,21.0,6,21,12,8,2.0,2.0,2.0,2,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
2456,45,19,4,1,1,71190,4.0,15,8,0,9.0,2,5,0,3,3.0,3.0,4.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
2457,30,9,3,1,1,95820,0.0,12,8,1,10.0,2,9,0,7,4.0,1.0,3.0,3,3,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
2458,24,3,4,1,1,45080,0.0,11,8,1,3.0,5,2,2,1,1.0,4.0,3.0,3,3,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
2460,31,3,2,1,3,77560,1.0,15,8,2,6.0,3,5,0,2,1.0,3.0,3.0,4,3,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
2461,27,3,3,1,1,66940,1.0,13,8,1,6.0,2,6,1,4,3.0,4.0,2.0,2,3,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
2463,29,8,4,1,1,23770,8.0,21,8,1,10.0,2,3,0,2,4.0,3.0,4.0,3,4,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2464,30,7,3,1,3,23130,2.0,11,8,0,12.0,5,7,1,7,3.0,1.0,3.0,3,3,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2465,34,1,2,1,2,176650,0.0,11,8,0,6.0,5,5,1,2,4.0,4.0,3.0,2,3,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2466,33,2,4,1,1,25960,8.0,14,8,1,13.0,4,11,1,7,4.0,2.0,2.0,3,3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False
2467,49,3,4,1,1,47280,3.0,11,8,1,8.0,4,5,0,4,4.0,4.0,4.0,3,3,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2469,38,28,3,1,1,29790,4.0,12,8,1,9.0,3,6,0,5,3.0,2.0,2.0,3,3,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2471,29,3,4,1,2,55930,1.0,13,8,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2472,30,2,1,1,1,104450,3.0,18,8,1,10.0,3,7,1,7,3.0,3.0,3.0,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
2473,32,10,4,1,1,87400,2.0,11,8,1,12.0,2,7,0,7,2.0,2.0,3.0,3,3,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2474,38,8,2,1,1,25140,3.0,11,8,0,15.0,2,1,1,0,2.0,4.0,3.0,2,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
2476,42,1,3,1,1,174650,8.0,13,8,1,7.0,3,5,0,4,2.0,2.0,2.0,3,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2477,55,3,2,1,1,73510,8.0,20,8,1,34.0,3,1,0,0,3.0,,3.0,3,4,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2478,33,14,3,1,1,108200,5.0,12,8,0,11.0,2,9,1,7,4.0,2.0,2.0,3,3,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
2479,41,5,3,1,1,121690,1.0,19,8,0,5.0,2,5,0,4,3.0,1.0,,3,3,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2480,34,7,4,1,1,196260,1.0,21,8,0,15.0,5,15,0,7,4.0,3.0,3.0,2,4,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2481,53,10,4,1,2,20700,4.0,13,8,2,27.0,2,3,0,2,1.0,3.0,2.0,4,3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2482,43,16,2,1,1,67820,0.0,16,8,1,10.0,2,9,1,8,2.0,4.0,3.0,3,3,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
